Pol,Lokacija,Other,Godine,Koliko dugo se profesionalno baviš programiranjem?,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Other,Koliko godina radiš sa HTML/CSS-om?,Koliko godina radiš sa C-om?,Koliko godina radiš sa C#-om?,ASP.NET,.NET,Unity,Other,Koliko godina radiš sa C++-om?,Koliko dugo radiš sa Javom?,Android,JEE,Spring,Scala,Grails,Play,Other,Koliko dugo radiš sa JS-om?,AngularJS,BackboneJS,React,Node,Other,Express,Hapi,Other,Koliko dugo radiš sa PHPom?,WordPress,Drupal,Magento,Zend,Laravel,Other,Koliko dugo radiš sa Pythonom?,Koliko dugo radiš sa Objective-C?,Koliko dugo radiš sa Swiftom?,Koliko dugo radiš sa Rubyjem?,Koliko dugo radiš sa Scalom?,Koliko dugo radiš sa SQLom?,Koliko dugo radiš sa drugim jezikom koji si naveo?,Označi platformu sa kojom si dominantno radio/la do sada?,HTML/CSS,C,C++,C#,Node,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Go,Other,U koju grupu developera (ili softverskih inženjera) sebe ubrajaš?,Da li koristiš nešto za verzionisanje koda?,SVN,Git,Mercurial,Aerial,Other,Atom,Eclipse,IntelliJ,Netbeans,Sublime,Visual Studio,PHP Storm,Other,Windows,Mac OS,Linux,Unix,Other,Formalno obrazovanje — da li si završio/la fakultet ili višu školu?,Šta si studirao/la?,Other,Šta si završio/la?,Other,formalno obrazovanje,kursevi i obuke,samostalno učenje i praksa,praksa i učenje uz iskusnije kolege,Da li praviš/učestvuješ u open source projektima?,Koliko sati nedeljno posvećuješ open-source projektima?,Gde su postavljeni ovi projekti?,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,Other,Pročitao/la segment ili celu knjigu o programiranju?,Pogledao/la neki video tutorijal?,Pohađao/la kurs?,Posetio/la programerski događaj?,Da li poseduješ neki sertifikat za tehnologiju u kojoj radiš?,Koliko sertifikata poseduješ?,Kada si dobio/la poslednji sertifikat?,Da li su uticali na tvoje zaposlenje/angažman?,A na novčanu nadoknadu?,Trenutno zaposlenje,Australija,Afrika,Azija,Zapadna Evropa,Istočna Evropa,Centralna Evropa,Severna Amerika,Južna Amerika,Other,Na koji način dominantno dolaziš do klijenata?,Other,Elance,Freelance,UpWork (bivši ODesk),Other,Koliko zaposlenih ima tvoja firma?,Pre preduzetništva dominantno si bio/la,usluge za klijente,sopstveni proizvodi za lok/reg tržište,sopstveni proizvodi za globalno tržište,Koji je iznos plate za koju radiš?,Koja je tvoja pozicija na poslu?,U koliko firmi si radio/la do sada?,Da li i koliko u proseku frilensuješ (radiš za novac) sa strane?,Koliko zaposlenih ima tvoja firma?,usluge za klijente,sopstveni proizvodi,domaće,strano,mešovito,ne znam,strano,domaće,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,Ugovor o delu,Autorski ugovor,"Na virtuelni račun (PayPal, Skrill, Payoneer)",Stažiram uz nadoknadu,Volontiram,"Deo na ruke, deo po Ugovoru",Dobijam keš na ruke,Other,Koliki je iznos nadoknade za koju radiš?,Koliko dana odmora dobijaš?,"Koliko sati, prosečno, traje tvoj radni dan?",Da li si plaćen/a za prekovremeni rad?,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,Other,Koliko si zadovoljan/a trenutnim poslom?,Koji je dominantan razlog zbog kojeg si promenio poslednje radno mesto?,Da li planiraš u budućnosti da pokreneš svoj biznis?,Šta misliš da je najizvesnije da ćeš pokrenuti?,Other,Šta je to na čemu radiš?,Other,Da li imaš neko mišljenje o srpskoj dev sceni koje bi želeo da podeliš sa nama? Da li imaš neko mišljenje o tome kako bi mogla da se unapredi?,source,Start Date (UTC),Submit Date (UTC)
Muški,Beograd,,32,7,HTML/CSS,,,,,,PHP,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,WordPress,Drupal,Magento,,,Joomla,,,,,,,,mobile,HTML/CSS,,,,,,Javascript,PHP,,,Swift,,,,,,mid-level developer,Koristim,SVN,Git,Mercurial,,,,Eclipse,,Netbeans,,Visual Studio,,Dreamweaver,Windows,Mac OS,,,,"Da, višu školu",,,,,3,2,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U proteklih 6 meseci,da,1,Pre više od godinu dana,ne,da,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,5,više od 20h nedeljno,25,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,900€,25,8,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,5,bolji radni uslovi,ne planiram,,,,,nemam,,10/15/2015 11:07:12,10/15/2015 11:12:56
Muški,Novi Sad,,28,4,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,,,,SQL,,,4,8,,,,,,6,4,,JEE,,,,,,4,AngularJS,,,Node,,,,zend,4,WordPress,,,Zend,,,2,,,,,4,,web,,,,C#,,,,,,,,,,,,,mid-level developer,Koristim,SVN,Git,,,,,,,,Sublime,,,,Windows,Mac OS,,,,"Da, fakultet",,,FTN,,2,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,8,zaposlen/a u firmi,usluge za klijente,,sopstveni proizvodi za globalno tržište,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,više obraćanje pažnje na timski rad,,10/15/2015 11:08:24,10/15/2015 11:12:58
Muški,,kipar,35,5,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,5,,,,,,,,,,,,,,,,3,AngularJS,BackboneJS,React,Node,,Express,,,3,,,,,,,,,,,,3,,web,HTML/CSS,,,,,,Javascript,,,,,,,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,,,,Mac OS,,,,"Da, doktorske studije",,,,,2,1,5,2,da,2-4 sata,github,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,U protekla 3 meseca,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,150,,sopstveni proizvodi,,,,ne znam,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,2000-2500€,23,8,ne,,,,,,,dodatno zdravstveno i/ili penziono osiguranje,,3,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,?,,10/15/2015 11:08:20,10/15/2015 11:13:01
Muški,Novi Sad,,23,1,HTML/CSS,,,,,Javascript,,,,,,,,,1,,,,,,,,,,,,,,,,1,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,,,Node,,Javascript,,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,,,,Brackets,Windows,,,,,Još uvek studiram,PMF,,,Nista jos uvek,2,2,5,3,ne,,,,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,U protekla 3 meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,60,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,600€,20,8,da,fleksibilno radno vreme,,plaćena odsustva,,ručak na poslu,,,,3,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,Kolicina novca koja se zaradi je smesna naspram toga koliko kompanija zaradi po developeru,,10/15/2015 11:08:09,10/15/2015 11:13:33
Muški,Beograd,,28,3,HTML/CSS,,,,Java,Javascript,,,,,,SQL,Scala,,2,,,,,,,,3,,JEE,,Scala,,Play,,1,AngularJS,,,Node,,Express,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 11:10:49,10/15/2015 11:13:38
Muški,Beograd,,23,3,,C,C++,C#,Java,,,,Objective-C,,,,,,,2,,,,,,1,3,Android,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,mobile,,,,C#,,,,,,,Swift,Ruby,,,,,mid-level developer,Koristim,,Git,,,,,,IntelliJ,,,Visual Studio,,,Windows,Mac OS,,,,Studirao i nikad završio/la,,,,,4,5,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,više od 20h nedeljno,23,usluge za klijente,,domaće,,,,strano,,,,,,,,,"Deo na ruke, deo po Ugovoru",,,800€,20,10,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,,,,4,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,"Mislim da bi bilo dobro da se osnuje udruzenje developera kako bi moglo kvalitetnije da se utice na velike firme u smislu prozanja boljih pogodnosti programerima (veca plata, prijavljen na pun iznos plate, organizovanje sportskih aktovnosti itd..) ",,10/15/2015 11:06:19,10/15/2015 11:13:50
Muški,Beograd,,21,3,HTML/CSS,C,,,Java,Javascript,PHP,Python,,,,SQL,,,4,3,,,,,,,2,Android,,,,,,,3,AngularJS,,,,,,,,2,WordPress,,,,,,1,,,,,2,,web,,,,,,,Javascript,,Python,,,,,,,,mid-level developer,Koristim,,Git,,,,,,IntelliJ,,Sublime,,,,Windows,,,,,Još uvek studiram,RAF,,RAF,,3,1,5,4,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U protekla 3 meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,4,freelancer/ka,,sopstveni proizvodi za lok/reg tržište,,700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Voleo bih da vidim više kraćih radionica i događaja (npr: spontani meet-up povodom neke nove tehnologije), ali i više hakatona (učestvovao sam 4 u tolu 2015. godine i mislim da su fenomenalno iskustvo).",,10/15/2015 11:05:30,10/15/2015 11:14:36
Muški,Niš,,24,7,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,7,,,,,,,,,,,,,,,,4,,,,,,,,,7,WordPress,,,Zend,Laravel,,,,,,,7,,web,,,,,,,,PHP,,,,,SQL,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,,,Windows,,Linux,,,"Da, master",,,,,4,1,5,4,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,Radeći solo projekte u novim tehnologijama,,,,U protekla 3 meseca,U protekla 3 meseca,Nikada,U protekla 3 meseca,ne,,,,,Samozaposlen/a — (freelance),,,,Zapadna Evropa,Istočna Evropa,Centralna Evropa,,,,preko preporuke,,,Freelance,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",servisan / autsorsing biznis,,,,,,10/15/2015 11:10:09,10/15/2015 11:15:29
Muški,Beograd,,29,4,HTML/CSS,,,,,Javascript,,,,,Ruby,SQL,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,7,,web,,,,,,,Javascript,,,,,Ruby,,,Go,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,,,,Mac OS,,,,"Da, master",,,,,3,5,5,5,da,1 sat ili manje,github,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,U proteklih 6 meseci,Tokom prethodnog meseca,da,1,Pre više od godinu dana,da,ne,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,1,zaposlen/a u firmi,usluge za klijente,,,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Више конференција општег типа, без потенцирања конкретног језика. Практиковање радионица за испробавање нових ствари из којих се могу изродити пројекти отвореног кода.",,10/15/2015 11:07:11,10/15/2015 11:16:06
Muški,Novi Sad,,27,5,HTML/CSS,,,C#,Java,Javascript,,,,Swift,,,Scala,,4,,2,ASP.NET,,,,,5,Android,,,,,,,5,,,React,,,,,,,,,,,,,,,1,,1,,,mobile,,,,,,,,,,,Swift,,,,,,senior developer,Koristim,,Git,,,,,,,,,,,Android Studio,,Mac OS,,,,"Da, fakultet",,,FTN,,2,5,5,3,ne,,,,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a — (freelance),,,,,,,,,USA,uglavnom radim za iste klijente,,Elance,Freelance,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,"Samo reklamiranje firmi, plitki razgovori i satro networking. Savet: manje fokusa na broj posetilaca i sponzore vise na dubinu tema i kvalitetne predavace. Vise opensource projekata i rada - manje mlacenja prazne slame. ",,10/15/2015 11:09:50,10/15/2015 11:17:22
Muški,Novi Sad,,34,1,HTML/CSS,,,,,Javascript,PHP,,,,,,,,1,,,,,,,,,,,,,,,,1,AngularJS,,,,,,,,1,WordPress,,,,,,,,,,,,,web,HTML/CSS,,,,,,Javascript,PHP,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,,,PHP Storm,,,,Linux,,,"Da, master",,,,,1,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,,,Kroz video tutorijale,,,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,22,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,,Preko preduzetničke agencije,,,,,,,,,700€,25,8,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,4,bolja plata,"da, planiram",servisan / autsorsing biznis,,,,,,10/15/2015 11:12:14,10/15/2015 11:17:24
Muški,Novi Sad,,23,0,HTML/CSS,C,C++,C#,Java,Javascript,,Python,,,,SQL,,,1,5,,,,,,3,3,,JEE,,,,,,1,AngularJS,,,,,,,,,,,,,,,1,,,,,2,,web,,,,,,Java,Javascript,,Python,,,,SQL,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,FTN,,4,2,3,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,U proteklih 6 meseci,Tokom prethodnog meseca,Pre više od godinu dana,Nikada,da,0,Pre više od godinu dana,ne znam,ne,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 11:11:29,10/15/2015 11:17:28
Muški,,Pancevo,21,1,HTML/CSS,,,C#,Java,Javascript,PHP,,,,,SQL,,,2,,1,ASP.NET,,,,,1,Android,,,,,,,1,AngularJS,,,,,,,,1,WordPress,,,,Laravel,,,,,,,1,,web,,,,,,,,PHP,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,Sublime,,,,Windows,,Linux,,,Još uvek studiram,,Visoka ICT,,Visoka ICT,4,3,4,3,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,Nikada,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,ne,,,,,Samozaposlen/a — (freelance),,,Azija,Zapadna Evropa,,,Severna Amerika,,,preko platforme (poput Elance),,Elance,,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne znam,,,,,Nemam,,10/15/2015 11:12:47,10/15/2015 11:18:00
Muški,,Inđija,29,5,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,,5,,,,,,,,3,Android,,Spring,,,,,2,AngularJS,,,,,,,,,,,,,,,,,,,,2,,web,,,,,,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,,,,Windows,,,,,"Da, master",,,,,3,4,5,5,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,da,3,U toku prethodnih godinu dana,ne znam,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,100,usluge za klijente,,domaće,,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,500€ i manje,21,8,ne,fleksibilno radno vreme,,,,,,,,1,bolji radni uslovi,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 11:13:51,10/15/2015 11:18:14
Muški,Beograd,,30,4,HTML/CSS,C,C++,,,Javascript,,,,,,SQL,,,1,8,,,,,,8,,,,,,,,,1,,,,,none,,,,,,,,,,,,,,,,1,,standalone,,,C++,,,,,,,,,,,,,Haskell,mid-level developer,Koristim,SVN,Git,,,,,,,,,,,Emacs,Windows,,Linux,,,"Da, fakultet",,,PMF,,3,3,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,,,,Kroz knjige,,Radeći solo projekte u novim tehnologijama,,,,U protekla 3 meseca,Tokom prethodnog meseca,U toku prethodnih godinu dana,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,300,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,200€",21,8,ne,fleksibilno radno vreme,,,,,,dodatno zdravstveno i/ili penziono osiguranje,,2,bolji radni uslovi,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 11:11:39,10/15/2015 11:19:16
Muški,Beograd,,47,23,,,C++,,,Javascript,,,,,,SQL,,,,,,,,,,1,,,,,,,,,3,,,,Node,,Express,,,,,,,,,,,,,,,15,,standalone,,,,,Node,Java,Javascript,,,,,,SQL,,,,mid-level developer,Koristim,,Git,,,,,Eclipse,,Netbeans,,,,,Windows,,,,,Studirao i nikad završio/la,,,,,3,4,4,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,,,,U proteklih 6 meseci,Tokom prethodnog meseca,Pre više od godinu dana,Pre više od godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,6,ne frilensujem,3,,sopstveni proizvodi,,,mešovito,,strano,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1700-2000€,14,9,ne,,,plaćena odsustva,,,mogućnost predlaganja sopstvenih projekata,,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 11:08:56,10/15/2015 11:19:21
Muški,Subotica,,26,7,HTML/CSS,C,,,,Javascript,PHP,Python,,,,SQL,,,7,2,,,,,,,,,,,,,,,5,,,,,JQuery,,,,7,,,,Zend,,,3,,,,,7,,web,,,,,,,,,Python,,,,,,,,mid-level developer,Koristim,SVN,,,,,,,,,,,PHP Storm,,,,Linux,,,Nisam,,,,,1,1,5,3,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U protekla 3 meseca,Pre više od godinu dana,Nikada,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,jedna od vodećih u kompaniji,2,do 5h nedeljno,20,usluge za klijente,,,strano,,,strano,,,,,,,,,,Dobijam keš na ruke,,"1,300€",10,8,ne,fleksibilno radno vreme,,plaćena odsustva,,,mogućnost predlaganja sopstvenih projekata,,,4,bolji radni uslovi,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 11:15:40,10/15/2015 11:20:12
Muški,Beograd,,25,2,,,,,,,,,Objective-C,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile,,C,C++,,,,,,,,,,,,,,mid-level developer,Koristim,,Git,,,,,,,,,,,Xcode,,Mac OS,,,,"Da, master",,,,,5,3,5,4,ne,,,,Prateći blogove i onlajn magazine,,Na događajima,,Kroz video tutorijale,,,,,U toku prethodnih godinu dana,U proteklih 6 meseci,Pre više od godinu dana,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,2,ne frilensujem,20,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,000€",21,7,da,fleksibilno radno vreme,,,,,,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,"Malo pravih strucnjaka, mnogo onih koji misle da im rec ""menadzment"" i aktivno koriscenje engleskih fraza u svakodnevnom govoru daje kompetenciju i strucnost.",,10/15/2015 11:13:16,10/15/2015 11:20:41
Muški,Kragujevac,,23,5,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,,3,,,,,,,,2,,,Spring,,,,,1,AngularJS,,,,,,,,,,,,,,,,,,,,1,,web,,,,,Node,Java,Javascript,,,,,,,,,,junior developer,Koristim,SVN,Git,,,,,Eclipse,,,Sublime,,,,,Mac OS,,,,"Da, fakultet",,,,Vtšss,1,3,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 11:17:49,10/15/2015 11:21:54
Ženski,Beograd,,20,1,,C,C++,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standalone,,,C++,C#,,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,,Visual Studio,,,Windows,,,,,Još uvek studiram,ETF,,ETF,,5,5,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,,,,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,U toku prethodnih godinu dana,da,2,Pre više od godinu dana,ne znam,ne znam,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,Ne,,10/15/2015 11:17:05,10/15/2015 11:22:12
Muški,,odzaci,39,5,HTML/CSS,,,,,Javascript,,,,,Ruby,,,,12,,,,,,,,,,,,,,,,5,,,,,vanila,,,,,,,,,,,,,,1,,,,web,HTML/CSS,,,,,,,,,,,Ruby,,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,,,,,Linux,,,"Da, fakultet",,,,poljoprivreda :),1,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Samozaposlen/a — (freelance),Australija,,,,Istočna Evropa,,,,,uglavnom radim za iste klijente,,Elance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,"Slabo upoznat, ali mislim da raste",,10/15/2015 11:16:08,10/15/2015 11:22:17
Muški,Beograd,,42,16,HTML/CSS,C,,C#,Java,Javascript,PHP,,Objective-C,,,SQL,,ActionScript,3,1,10,ASP.NET,.NET,,WinForms,,5,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,5,,standalone,,,,C#,Node,,,,,,,,,,,,senior developer,Koristim,SVN,,,,,,,,,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,ETF,,2,1,5,2,ne,,,,Prateći blogove i onlajn magazine,,,,,,,,,U proteklih 6 meseci,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,zaposlen/a u firmi,,,sopstveni proizvodi za globalno tržište,3000-3500€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 11:11:33,10/15/2015 11:22:38
Muški,Kruševac,,21,2,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,3,,,,,,,,,,,,,,,,1,AngularJS,,,,,,,,3,WordPress,,,,,,,,,,,1,,web,HTML/CSS,,,,,,Javascript,PHP,,,,,SQL,,,,junior developer,Koristim,SVN,,,,,,Eclipse,,,,,,,Windows,,,,,Studirao i nikad završio/la,,,,,4,1,5,3,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,Kroz knjige,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Nikada,Pre više od godinu dana,ne,,,,,Samozaposlen/a — (freelance),Australija,,Azija,Zapadna Evropa,,,Severna Amerika,,,preko platforme (poput Elance),,Elance,Freelance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,Velika ekspanzija u naredne 2-3 godine! ,,10/15/2015 11:18:02,10/15/2015 11:22:49
